seq_num,zone,sensitivity,hub_id,hub_channel,sensor_id,camera_ip,camera_description,camera_preset,smart_patrol,latitude,longitude,logicalzone,fire_trigger,light_cntrl_ip,light_channel,light_cntrl_description
351,15,Level-3,HUB- 2,Right,51,172.16.1.123,Cam-123,4,Enabled,34.054479,74.882338,14 EME,50,192.168.1.254,Right,Controller
352,15,Level-3,HUB- 2,Right,52,172.16.1.123,Cam-123,4,Enabled,34.054493,74.882311,14 EME,50,192.168.1.254,Right,Controller
353,15,Level-3,HUB- 2,Right,53,172.16.1.123,Cam-123,4,Enabled,34.05451,74.882281,14 EME,50,192.168.1.254,Right,Controller
354,15,Level-3,HUB- 2,Right,54,172.16.1.123,Cam-123,4,Enabled,34.054524,74.882253,14 EME,50,192.168.1.254,Right,Controller
355,15,Level-3,HUB- 2,Right,55,172.16.1.123,Cam-123,4,Enabled,34.054535,74.882222,14 EME,50,192.168.1.254,Right,Controller
356,15,Level-3,HUB- 2,Right,56,172.16.1.123,Cam-123,4,Enabled,34.054549,74.882194,14 EME,50,192.168.1.254,Right,Controller
357,15,Level-3,HUB- 2,Right,57,172.16.1.126,Cam-126,1,Enabled,34.054555,74.882157,14 EME,50,192.168.1.254,Right,Controller
358,15,Level-3,HUB- 2,Right,58,172.16.1.126,Cam-126,1,Enabled,34.054553,74.882135,14 EME,50,192.168.1.254,Right,Controller
359,15,Level-3,HUB- 2,Right,59,172.16.1.126,Cam-126,1,Enabled,34.054553,74.882114,14 EME,50,192.168.1.254,Right,Controller
360,15,Level-3,HUB- 2,Right,60,172.16.1.126,Cam-126,1,Enabled,34.054545,74.882092,14 EME,50,192.168.1.254,Right,Controller
361,15,Level-3,HUB- 2,Right,61,172.16.1.126,Cam-126,1,Enabled,34.054532,74.882072,14 EME,50,192.168.1.254,Right,Controller
362,15,Level-3,HUB- 2,Right,62,172.16.1.126,Cam-126,1,Enabled,34.054523,74.882055,14 EME,50,192.168.1.254,Right,Controller
363,15,Level-3,HUB- 2,Right,63,172.16.1.126,Cam-126,1,Enabled,34.054519,74.882037,14 EME,50,192.168.1.254,Right,Controller
364,15,Level-3,HUB- 2,Right,64,172.16.1.126,Cam-126,1,Enabled,34.05451,74.88202,14 EME,50,192.168.1.254,Right,Controller
365,15,Level-3,HUB- 2,Right,65,172.16.1.126,Cam-126,1,Enabled,34.054504,74.881998,14 EME,50,192.168.1.254,Right,Controller
366,15,Level-3,HUB- 2,Right,66,172.16.1.126,Cam-126,1,Enabled,34.054498,74.88198,14 EME,50,192.168.1.254,Right,Controller
367,15,Level-3,HUB- 2,Right,67,172.16.1.126,Cam-126,1,Enabled,34.054499,74.881957,14 EME,50,192.168.1.254,Right,Controller
368,15,Level-3,HUB- 2,Right,68,172.16.1.126,Cam-126,1,Enabled,34.054512,74.881926,14 EME,50,192.168.1.254,Right,Controller
369,15,Level-3,HUB- 2,Right,69,172.16.1.126,Cam-126,1,Enabled,34.05453,74.881888,14 EME,50,192.168.1.254,Right,Controller
370,15,Level-3,HUB- 2,Right,70,172.16.1.126,Cam-126,1,Enabled,34.054552,74.881851,14 EME,50,192.168.1.254,Right,Controller
371,15,Level-3,HUB- 2,Right,71,172.16.1.126,Cam-126,1,Enabled,34.054578,74.881819,14 EME,50,192.168.1.254,Right,Controller
372,15,Level-3,HUB- 2,Right,72,172.16.1.126,Cam-126,1,Enabled,34.054602,74.881787,14 EME,50,192.168.1.254,Right,Controller
373,15,Level-3,HUB- 2,Right,73,172.16.1.126,Cam-126,1,Enabled,34.05462,74.881756,14 EME,50,192.168.1.254,Right,Controller
374,15,Level-3,HUB- 2,Right,74,172.16.1.126,Cam-126,1,Enabled,34.054638,74.881718,14 EME,50,192.168.1.254,Right,Controller
375,15,Level-3,HUB- 2,Right,75,172.16.1.126,Cam-126,1,Enabled,34.054645,74.881678,14 EME,50,192.168.1.254,Right,Controller
376,16,Level-3,HUB- 2,Right,76,172.16.1.126,Cam-126,2,Enabled,34.054662,74.881651,14 EME,50,192.168.1.254,Right,Controller
377,16,Level-3,HUB- 2,Right,77,172.16.1.126,Cam-126,2,Enabled,34.05467,74.881625,14 EME,50,192.168.1.254,Right,Controller
378,16,Level-3,HUB- 2,Right,78,172.16.1.126,Cam-126,2,Enabled,34.054677,74.881603,14 EME,50,192.168.1.254,Right,Controller
379,16,Level-3,HUB- 2,Right,79,172.16.1.126,Cam-126,2,Enabled,34.054676,74.881577,14 EME,50,192.168.1.254,Right,Controller
380,16,Level-3,HUB- 2,Right,80,172.16.1.126,Cam-126,2,Enabled,34.05468,74.88155,14 EME,50,192.168.1.254,Right,Controller
381,16,Level-3,HUB- 2,Right,81,172.16.1.126,Cam-126,3,Enabled,34.054677,74.881518,14 EME,50,192.168.1.254,Right,Controller
382,16,Level-3,HUB- 2,Right,82,172.16.1.126,Cam-126,3,Enabled,34.054666,74.881496,14 EME,50,192.168.1.254,Right,Controller
383,16,Level-3,HUB- 2,Right,83,172.16.1.126,Cam-126,3,Enabled,34.054652,74.881475,14 EME,50,192.168.1.254,Right,Controller
384,16,Level-3,HUB- 2,Right,84,172.16.1.126,Cam-126,3,Enabled,34.054634,74.881445,14 EME,50,192.168.1.254,Right,Controller
385,16,Level-3,HUB- 2,Right,85,172.16.1.126,Cam-126,3,Enabled,34.054618,74.88142,14 EME,50,192.168.1.254,Right,Controller
386,16,Level-3,HUB- 2,Right,86,172.16.1.126,Cam-126,3,Enabled,34.054601,74.881392,14 EME,50,192.168.1.254,Right,Controller
387,16,Level-3,HUB- 2,Right,87,172.16.1.126,Cam-126,3,Enabled,34.054589,74.881367,14 EME,50,192.168.1.254,Right,Controller
388,16,Level-3,HUB- 2,Right,88,172.16.1.126,Cam-126,3,Enabled,34.054573,74.881344,14 EME,50,192.168.1.254,Right,Controller
389,16,Level-3,HUB- 2,Right,89,172.16.1.126,Cam-126,3,Enabled,34.054565,74.881324,14 EME,50,192.168.1.254,Right,Controller
390,16,Level-3,HUB- 2,Right,90,172.16.1.126,Cam-126,3,Enabled,34.054543,74.881301,14 EME,50,192.168.1.254,Right,Controller
391,16,Level-3,HUB- 2,Right,91,172.16.1.126,Cam-126,3,Enabled,34.054529,74.881276,14 EME,50,192.168.1.254,Right,Controller
392,16,Level-3,HUB- 2,Right,92,172.16.1.126,Cam-126,3,Enabled,34.054513,74.881247,14 EME,50,192.168.1.254,Right,Controller
393,16,Level-3,HUB- 2,Right,93,172.16.1.126,Cam-126,3,Enabled,34.054495,74.881219,14 EME,50,192.168.1.254,Right,Controller
394,16,Level-3,HUB- 2,Right,94,172.16.1.126,Cam-126,3,Enabled,34.05448,74.881176,14 EME,50,192.168.1.254,Right,Controller
395,16,Level-3,HUB- 2,Right,95,172.16.1.126,Cam-126,3,Enabled,34.054458,74.881151,14 EME,50,192.168.1.254,Right,Controller
396,16,Level-3,HUB- 2,Right,96,172.16.1.126,Cam-126,3,Enabled,34.054441,74.88112,14 EME,50,192.168.1.254,Right,Controller
397,16,Level-3,HUB- 2,Right,97,172.16.1.126,Cam-126,3,Enabled,34.054421,74.881095,14 EME,50,192.168.1.254,Right,Controller
398,16,Level-3,HUB- 2,Right,98,172.16.1.126,Cam-126,3,Enabled,34.054402,74.881066,14 EME,50,192.168.1.254,Right,Controller
399,16,Level-3,HUB- 2,Right,99,172.16.1.126,Cam-126,3,Enabled,34.054393,74.881038,14 EME,50,192.168.1.254,Right,Controller
400,16,Level-3,HUB- 2,Right,100,172.16.1.126,Cam-126,3,Enabled,34.054377,74.881006,14 EME,50,192.168.1.254,Right,Controller
401,17,Level-5,HUB- 2,Right,101,172.16.1.118,Cam-118,4,Enabled,34.054936,74.883759,14 EME,50,192.168.1.254,Right,Controller
402,17,Level-5,HUB- 2,Right,102,172.16.1.118,Cam-118,4,Enabled,34.05496,74.883775,14 EME,50,192.168.1.254,Right,Controller
403,17,Level-5,HUB- 2,Right,103,172.16.1.118,Cam-118,4,Enabled,34.054976,74.883789,14 EME,50,192.168.1.254,Right,Controller
404,17,Level-5,HUB- 2,Right,104,172.16.1.118,Cam-118,3,Enabled,34.054999,74.883806,14 EME,50,192.168.1.254,Right,Controller
405,17,Level-5,HUB- 2,Right,105,172.16.1.118,Cam-118,3,Enabled,34.055012,74.883824,14 EME,50,192.168.1.254,Right,Controller
406,17,Level-5,HUB- 2,Right,106,172.16.1.118,Cam-118,3,Enabled,34.05503,74.88384,14 EME,50,192.168.1.254,Right,Controller
407,17,Level-5,HUB- 2,Right,107,172.16.1.118,Cam-118,3,Enabled,34.05504,74.883857,14 EME,50,192.168.1.254,Right,Controller
408,17,Level-5,HUB- 2,Right,108,172.16.1.118,Cam-118,3,Enabled,34.055056,74.883868,14 EME,50,192.168.1.254,Right,Controller
409,17,Level-5,HUB- 2,Right,109,172.16.1.118,Cam-118,3,Enabled,34.055075,74.883901,14 EME,50,192.168.1.254,Right,Controller
410,17,Level-5,HUB- 2,Right,110,172.16.1.118,Cam-118,3,Enabled,34.055101,74.88393,14 EME,50,192.168.1.254,Right,Controller
411,17,Level-5,HUB- 2,Right,111,172.16.1.118,Cam-118,3,Enabled,34.055129,74.883962,14 EME,50,192.168.1.254,Right,Controller
412,17,Level-5,HUB- 2,Right,112,172.16.1.118,Cam-118,3,Enabled,34.055163,74.883993,14 EME,50,192.168.1.254,Right,Controller
413,17,Level-5,HUB- 2,Right,113,172.16.1.118,Cam-118,3,Enabled,34.055194,74.884017,14 EME,50,192.168.1.254,Right,Controller
414,17,Level-5,HUB- 2,Right,114,172.16.1.118,Cam-118,3,Enabled,34.055227,74.884041,14 EME,50,192.168.1.254,Right,Controller
415,17,Level-5,HUB- 2,Right,115,172.16.1.118,Cam-118,3,Enabled,34.05525,74.884057,14 EME,50,192.168.1.254,Right,Controller
416,17,Level-5,HUB- 2,Right,116,172.16.1.118,Cam-118,3,Enabled,34.05528,74.884073,14 EME,50,192.168.1.254,Right,Controller
417,17,Level-5,HUB- 2,Right,117,172.16.1.118,Cam-118,3,Enabled,34.055305,74.884084,14 EME,50,192.168.1.254,Right,Controller
418,17,Level-5,HUB- 2,Right,118,172.16.1.118,Cam-118,3,Enabled,34.055331,74.8841,14 EME,50,192.168.1.254,Right,Controller
419,17,Level-5,HUB- 2,Right,119,172.16.1.118,Cam-118,3,Enabled,34.055357,74.884107,14 EME,50,192.168.1.254,Right,Controller
420,17,Level-5,HUB- 2,Right,120,172.16.1.118,Cam-118,2,Enabled,34.055382,74.884117,14 EME,50,192.168.1.254,Right,Controller
421,17,Level-5,HUB- 2,Right,121,172.16.1.118,Cam-118,2,Enabled,34.055407,74.884133,14 EME,50,192.168.1.254,Right,Controller
422,17,Level-5,HUB- 2,Right,122,172.16.1.118,Cam-118,2,Enabled,34.055427,74.884143,14 EME,50,192.168.1.254,Right,Controller
423,17,Level-5,HUB- 2,Right,123,172.16.1.118,Cam-118,2,Enabled,34.055444,74.884151,14 EME,50,192.168.1.254,Right,Controller
424,17,Level-5,HUB- 2,Right,124,172.16.1.118,Cam-118,2,Enabled,34.055464,74.884152,14 EME,50,192.168.1.254,Right,Controller
425,17,Level-5,HUB- 2,Right,125,172.16.1.118,Cam-118,2,Enabled,34.055469,74.884162,14 EME,50,192.168.1.254,Right,Controller
426,18,Level-5,HUB- 2,Right,126,172.16.1.118,Cam-118,2,Enabled,34.055507,74.884162,14 EME,50,192.168.1.254,Right,Controller
427,18,Level-5,HUB- 2,Right,127,172.16.1.118,Cam-118,2,Enabled,34.055542,74.884154,14 EME,50,192.168.1.254,Right,Controller
428,18,Level-5,HUB- 2,Right,128,172.16.1.118,Cam-118,2,Enabled,34.05557,74.884147,14 EME,50,192.168.1.254,Right,Controller
429,18,Level-5,HUB- 2,Right,129,172.16.1.118,Cam-118,2,Enabled,34.0556,74.884129,14 EME,50,192.168.1.254,Right,Controller
430,18,Level-5,HUB- 2,Right,130,172.16.1.118,Cam-118,2,Enabled,34.055631,74.884125,14 EME,50,192.168.1.254,Right,Controller
431,18,Level-5,HUB- 2,Right,131,172.16.1.118,Cam-118,2,Enabled,34.055666,74.884116,14 EME,50,192.168.1.254,Right,Controller
432,18,Level-5,HUB- 2,Right,132,172.16.1.118,Cam-118,2,Enabled,34.0557,74.884121,14 EME,50,192.168.1.254,Right,Controller
433,18,Level-5,HUB- 2,Right,133,172.16.1.118,Cam-118,2,Enabled,34.055728,74.884127,14 EME,50,192.168.1.254,Right,Controller
434,18,Level-5,HUB- 2,Right,134,172.16.1.118,Cam-118,2,Enabled,34.055752,74.884125,14 EME,50,192.168.1.254,Right,Controller
435,18,Level-5,HUB- 2,Right,135,172.16.1.118,Cam-118,1,Enabled,34.05578,74.884125,14 EME,50,192.168.1.254,Right,Controller
436,18,Level-5,HUB- 2,Right,136,172.16.1.118,Cam-118,1,Enabled,34.055804,74.884127,14 EME,50,192.168.1.254,Right,Controller
437,18,Level-5,HUB- 2,Right,137,172.16.1.118,Cam-118,1,Enabled,34.055831,74.884131,14 EME,50,192.168.1.254,Right,Controller
438,18,Level-5,HUB- 2,Right,138,172.16.1.118,Cam-118,1,Enabled,34.055857,74.884131,14 EME,50,192.168.1.254,Right,Controller
439,18,Level-5,HUB- 2,Right,139,172.16.1.118,Cam-118,1,Enabled,34.055874,74.884133,14 EME,50,192.168.1.254,Right,Controller
440,18,Level-5,HUB- 2,Right,140,172.16.1.118,Cam-118,1,Enabled,34.055899,74.884144,14 EME,50,192.168.1.254,Right,Controller
441,18,Level-5,HUB- 2,Right,141,172.16.1.118,Cam-118,1,Enabled,34.055916,74.884148,14 EME,50,192.168.1.254,Right,Controller
442,18,Level-5,HUB- 2,Right,142,172.16.1.118,Cam-118,1,Enabled,34.055931,74.884164,14 EME,50,192.168.1.254,Right,Controller
443,18,Level-5,HUB- 2,Right,143,172.16.1.118,Cam-118,1,Enabled,34.055955,74.884175,14 EME,50,192.168.1.254,Right,Controller
444,18,Level-5,HUB- 2,Right,144,172.16.1.118,Cam-118,1,Enabled,34.055981,74.884184,14 EME,50,192.168.1.254,Right,Controller
445,18,Level-5,HUB- 2,Right,145,172.16.1.118,Cam-118,1,Enabled,34.056003,74.884194,14 EME,50,192.168.1.254,Right,Controller
446,18,Level-5,HUB- 2,Right,146,172.16.1.118,Cam-118,1,Enabled,34.056022,74.884197,14 EME,50,192.168.1.254,Right,Controller
447,18,Level-5,HUB- 2,Right,147,172.16.1.117,Cam-117,1,Enabled,34.056038,74.88421,14 EME,50,192.168.1.254,Right,Controller
448,18,Level-5,HUB- 2,Right,148,172.16.1.117,Cam-117,1,Enabled,34.056057,74.884214,14 EME,50,192.168.1.254,Right,Controller
449,18,Level-5,HUB- 2,Right,149,172.16.1.117,Cam-117,1,Enabled,34.056076,74.884219,14 EME,50,192.168.1.254,Right,Controller
450,18,Level-5,HUB- 2,Right,150,172.16.1.117,Cam-117,1,Enabled,34.056093,74.884226,14 EME,50,192.168.1.254,Right,Controller
451,19,Level-3,HUB- 3,Left,150,172.16.1.117,Cam-117,1,Enabled,34.056131,74.884239,14 EME,50,192.168.1.254,Right,Controller
452,19,Level-3,HUB- 3,Left,149,172.16.1.117,Cam-117,1,Enabled,34.05616,74.884243,14 EME,50,192.168.1.254,Right,Controller
453,19,Level-3,HUB- 3,Left,148,172.16.1.117,Cam-117,1,Enabled,34.05619,74.884253,14 EME,50,192.168.1.254,Right,Controller
454,19,Level-3,HUB- 3,Left,147,172.16.1.115,Cam-115,1,Enabled,34.056218,74.884261,14 EME,50,192.168.1.254,Right,Controller
455,19,Level-3,HUB- 3,Left,146,172.16.1.115,Cam-115,1,Enabled,34.05625,74.884262,14 EME,50,192.168.1.254,Right,Controller
456,19,Level-3,HUB- 3,Left,145,172.16.1.115,Cam-115,1,Enabled,34.056277,74.884265,14 EME,50,192.168.1.254,Right,Controller
457,19,Level-3,HUB- 3,Left,144,172.16.1.115,Cam-115,1,Enabled,34.056307,74.884264,14 EME,50,192.168.1.254,Right,Controller
458,19,Level-3,HUB- 3,Left,143,172.16.1.115,Cam-115,1,Enabled,34.056334,74.884265,14 EME,50,192.168.1.254,Right,Controller
459,19,Level-3,HUB- 3,Left,142,172.16.1.115,Cam-115,1,Enabled,34.056359,74.884268,14 EME,50,192.168.1.254,Right,Controller
460,19,Level-3,HUB- 3,Left,141,172.16.1.115,Cam-115,1,Enabled,34.056387,74.88427,14 EME,50,192.168.1.254,Right,Controller
461,19,Level-3,HUB- 3,Left,140,172.16.1.115,Cam-115,1,Enabled,34.056408,74.884276,14 EME,50,192.168.1.254,Right,Controller
462,19,Level-3,HUB- 3,Left,139,172.16.1.115,Cam-115,1,Enabled,34.056436,74.88428,14 EME,50,192.168.1.254,Right,Controller
463,19,Level-3,HUB- 3,Left,138,172.16.1.115,Cam-115,1,Enabled,34.056451,74.884284,14 EME,50,192.168.1.254,Right,Controller
464,19,Level-3,HUB- 3,Left,137,172.16.1.115,Cam-115,1,Enabled,34.056478,74.884289,14 EME,50,192.168.1.254,Right,Controller
465,19,Level-3,HUB- 3,Left,136,172.16.1.115,Cam-115,1,Enabled,34.056493,74.884292,14 EME,50,192.168.1.254,Right,Controller
466,19,Level-3,HUB- 3,Left,135,172.16.1.115,Cam-115,1,Enabled,34.056522,74.884301,14 EME,50,192.168.1.254,Right,Controller
467,19,Level-3,HUB- 3,Left,134,172.16.1.115,Cam-115,1,Enabled,34.056545,74.884306,14 EME,50,192.168.1.254,Right,Controller
468,19,Level-3,HUB- 3,Left,133,172.16.1.115,Cam-115,1,Enabled,34.056575,74.884308,14 EME,50,192.168.1.254,Right,Controller
469,19,Level-3,HUB- 3,Left,132,172.16.1.115,Cam-115,1,Enabled,34.0566,74.884317,14 EME,50,192.168.1.254,Right,Controller
470,19,Level-3,HUB- 3,Left,131,172.16.1.115,Cam-115,1,Enabled,34.056624,74.884325,14 EME,50,192.168.1.254,Right,Controller
471,19,Level-3,HUB- 3,Left,130,172.16.1.115,Cam-115,1,Enabled,34.056643,74.884331,14 EME,50,192.168.1.254,Right,Controller
472,19,Level-3,HUB- 3,Left,129,172.16.1.115,Cam-115,1,Enabled,34.056668,74.884335,14 EME,50,192.168.1.254,Right,Controller
473,19,Level-3,HUB- 3,Left,128,172.16.1.115,Cam-115,1,Enabled,34.056694,74.884344,14 EME,50,192.168.1.254,Right,Controller
474,19,Level-3,HUB- 3,Left,127,172.16.1.115,Cam-115,1,Enabled,34.056711,74.884349,14 EME,50,192.168.1.254,Right,Controller
475,19,Level-3,HUB- 3,Left,126,172.16.1.115,Cam-115,1,Enabled,34.056736,74.88436,14 EME,50,192.168.1.254,Right,Controller
476,20,Level-3,HUB- 3,Left,125,172.16.1.115,Cam-115,1,Enabled,34.056758,74.884375,14 EME,50,192.168.1.254,Right,Controller
477,20,Level-3,HUB- 3,Left,124,172.16.1.115,Cam-115,1,Enabled,34.056759,74.884391,14 EME,50,192.168.1.254,Right,Controller
478,20,Level-3,HUB- 3,Left,123,172.16.1.115,Cam-115,1,Enabled,34.05676,74.884408,14 EME,50,192.168.1.254,Right,Controller
479,20,Level-3,HUB- 3,Left,122,172.16.1.115,Cam-115,1,Enabled,34.056764,74.884423,14 EME,50,192.168.1.254,Right,Controller
480,20,Level-3,HUB- 3,Left,121,172.16.1.114,Cam-114,1,Enabled,34.056778,74.884434,14 EME,50,192.168.1.254,Right,Controller
481,20,Level-3,HUB- 3,Left,120,172.16.1.114,Cam-114,1,Enabled,34.056797,74.884443,14 EME,50,192.168.1.254,Right,Controller
482,20,Level-3,HUB- 3,Left,119,172.16.1.114,Cam-114,1,Enabled,34.056819,74.884438,14 EME,50,192.168.1.254,Right,Controller
483,20,Level-3,HUB- 3,Left,118,172.16.1.114,Cam-114,1,Enabled,34.056838,74.88443,14 EME,50,192.168.1.254,Right,Controller
484,20,Level-3,HUB- 3,Left,117,172.16.1.114,Cam-114,1,Enabled,34.056853,74.884433,14 EME,50,192.168.1.254,Right,Controller
485,20,Level-3,HUB- 3,Left,116,172.16.1.114,Cam-114,1,Enabled,34.056866,74.884443,14 EME,50,192.168.1.254,Right,Controller
486,20,Level-3,HUB- 3,Left,115,172.16.1.114,Cam-114,1,Enabled,34.056873,74.884453,14 EME,50,192.168.1.254,Right,Controller
487,20,Level-3,HUB- 3,Left,114,172.16.1.113,Cam-113,3,Enabled,34.056886,74.884463,14 EME,50,192.168.1.254,Right,Controller
488,20,Level-3,HUB- 3,Left,113,172.16.1.113,Cam-113,3,Enabled,34.056898,74.884471,14 EME,50,192.168.1.254,Right,Controller
489,20,Level-3,HUB- 3,Left,112,172.16.1.113,Cam-113,3,Enabled,34.056911,74.884482,14 EME,50,192.168.1.254,Right,Controller
490,20,Level-3,HUB- 3,Left,111,172.16.1.113,Cam-113,3,Enabled,34.056927,74.884493,14 EME,50,192.168.1.254,Right,Controller
491,20,Level-3,HUB- 3,Left,110,172.16.1.113,Cam-113,3,Enabled,34.056936,74.884503,14 EME,50,192.168.1.254,Right,Controller
492,20,Level-3,HUB- 3,Left,109,172.16.1.113,Cam-113,2,Enabled,34.05694,74.884513,14 EME,50,192.168.1.254,Right,Controller
493,20,Level-3,HUB- 3,Left,108,172.16.1.113,Cam-113,2,Enabled,34.056947,74.884517,14 EME,50,192.168.1.254,Right,Controller
494,20,Level-3,HUB- 3,Left,107,172.16.1.113,Cam-113,2,Enabled,34.056964,74.884522,14 EME,50,192.168.1.254,Right,Controller
495,20,Level-3,HUB- 3,Left,106,172.16.1.113,Cam-113,2,Enabled,34.05697,74.884538,14 EME,50,192.168.1.254,Right,Controller
496,20,Level-3,HUB- 3,Left,105,172.16.1.113,Cam-113,2,Enabled,34.056984,74.884537,14 EME,50,192.168.1.254,Right,Controller
497,20,Level-3,HUB- 3,Left,104,172.16.1.113,Cam-113,2,Enabled,34.056991,74.884555,14 EME,50,192.168.1.254,Right,Controller
498,20,Level-3,HUB- 3,Left,103,172.16.1.113,Cam-113,2,Enabled,34.056999,74.884565,14 EME,50,192.168.1.254,Right,Controller
499,20,Level-3,HUB- 3,Left,102,172.16.1.113,Cam-113,2,Enabled,34.05701,74.884575,14 EME,50,192.168.1.254,Right,Controller
500,20,Level-3,HUB- 3,Left,101,172.16.1.113,Cam-113,2,Enabled,34.057024,74.884584,14 EME,50,192.168.1.254,Right,Controller
501,21,Level-3,HUB- 3,Left,100,172.16.1.139,Cam-139,1,Enabled,34.053455,74.877197,14 EME,50,192.168.1.254,Right,Controller
502,21,Level-3,HUB- 3,Left,99,172.16.1.139,Cam-139,1,Enabled,34.05345,74.877176,14 EME,50,192.168.1.254,Right,Controller
503,21,Level-3,HUB- 3,Left,98,172.16.1.139,Cam-139,1,Enabled,34.053445,74.877154,14 EME,50,192.168.1.254,Right,Controller
504,21,Level-3,HUB- 3,Left,97,172.16.1.139,Cam-139,1,Enabled,34.053439,74.877129,14 EME,50,192.168.1.254,Right,Controller
505,21,Level-3,HUB- 3,Left,96,172.16.1.139,Cam-139,1,Enabled,34.053439,74.87711,14 EME,50,192.168.1.254,Right,Controller
506,21,Level-3,HUB- 3,Left,95,172.16.1.139,Cam-139,1,Enabled,34.053435,74.877082,14 EME,50,192.168.1.254,Right,Controller
507,21,Level-3,HUB- 3,Left,94,172.16.1.139,Cam-139,1,Enabled,34.053429,74.877051,14 EME,50,192.168.1.254,Right,Controller
508,21,Level-3,HUB- 3,Left,93,172.16.1.139,Cam-139,1,Enabled,34.053426,74.877024,14 EME,50,192.168.1.254,Right,Controller
509,21,Level-3,HUB- 3,Left,92,172.16.1.139,Cam-139,1,Enabled,34.053423,74.876993,14 EME,50,192.168.1.254,Right,Controller
510,21,Level-3,HUB- 3,Left,91,172.16.1.139,Cam-139,1,Enabled,34.053417,74.876969,14 EME,50,192.168.1.254,Right,Controller
511,21,Level-3,HUB- 3,Left,90,172.16.1.139,Cam-139,1,Enabled,34.053413,74.876945,14 EME,50,192.168.1.254,Right,Controller
512,21,Level-3,HUB- 3,Left,89,172.16.1.139,Cam-139,1,Enabled,34.053412,74.876913,14 EME,50,192.168.1.254,Right,Controller
513,21,Level-3,HUB- 3,Left,88,172.16.1.139,Cam-139,1,Enabled,34.053404,74.876877,14 EME,50,192.168.1.254,Right,Controller
514,21,Level-3,HUB- 3,Left,87,172.16.1.139,Cam-139,1,Enabled,34.053394,74.876838,14 EME,50,192.168.1.254,Right,Controller
515,21,Level-3,HUB- 3,Left,86,172.16.1.139,Cam-139,1,Enabled,34.053385,74.876799,14 EME,50,192.168.1.254,Right,Controller
516,21,Level-3,HUB- 3,Left,85,172.16.1.139,Cam-139,1,Enabled,34.053373,74.87676,14 EME,50,192.168.1.254,Right,Controller
517,21,Level-3,HUB- 3,Left,84,172.16.1.139,Cam-139,1,Enabled,34.053363,74.876729,14 EME,50,192.168.1.254,Right,Controller
518,21,Level-3,HUB- 3,Left,83,172.16.1.139,Cam-139,1,Enabled,34.053354,74.876697,14 EME,50,192.168.1.254,Right,Controller
519,21,Level-3,HUB- 3,Left,82,172.16.1.139,Cam-139,1,Enabled,34.053342,74.876661,14 EME,50,192.168.1.254,Right,Controller
520,21,Level-3,HUB- 3,Left,81,172.16.1.139,Cam-139,1,Enabled,34.053329,74.876623,14 EME,50,192.168.1.254,Right,Controller
521,21,Level-3,HUB- 3,Left,80,172.16.1.139,Cam-139,1,Enabled,34.053321,74.876588,14 EME,50,192.168.1.254,Right,Controller
522,21,Level-3,HUB- 3,Left,79,172.16.1.139,Cam-139,1,Enabled,34.053309,74.876556,14 EME,50,192.168.1.254,Right,Controller
523,21,Level-3,HUB- 3,Left,78,172.16.1.139,Cam-139,1,Enabled,34.053302,74.876525,14 EME,50,192.168.1.254,Right,Controller
524,21,Level-3,HUB- 3,Left,77,172.16.1.139,Cam-139,1,Enabled,34.053289,74.876495,14 EME,50,192.168.1.254,Right,Controller
525,21,Level-3,HUB- 3,Left,76,172.16.1.139,Cam-139,1,Enabled,34.053281,74.876462,14 EME,50,192.168.1.254,Right,Controller
526,22,Level-3,HUB- 3,Left,75,172.16.1.139,Cam-139,1,Enabled,34.053267,74.876415,14 EME,50,192.168.1.254,Right,Controller
527,22,Level-3,HUB- 3,Left,74,172.16.1.139,Cam-139,1,Enabled,34.053263,74.876383,14 EME,50,192.168.1.254,Right,Controller
528,22,Level-3,HUB- 3,Left,73,172.16.1.139,Cam-139,1,Enabled,34.053258,74.876351,14 EME,50,192.168.1.254,Right,Controller
529,22,Level-3,HUB- 3,Left,72,172.16.1.139,Cam-139,1,Enabled,34.053256,74.876323,14 EME,50,192.168.1.254,Right,Controller
530,22,Level-3,HUB- 3,Left,71,172.16.1.139,Cam-139,1,Enabled,34.053249,74.876292,14 EME,50,192.168.1.254,Right,Controller
531,22,Level-3,HUB- 3,Left,70,172.16.1.139,Cam-139,1,Enabled,34.053247,74.876265,14 EME,50,192.168.1.254,Right,Controller
532,22,Level-3,HUB- 3,Left,69,172.16.1.139,Cam-139,1,Enabled,34.053244,74.876237,14 EME,50,192.168.1.254,Right,Controller
533,22,Level-3,HUB- 3,Left,68,172.16.1.139,Cam-139,1,Enabled,34.053239,74.876208,14 EME,50,192.168.1.254,Right,Controller
534,22,Level-3,HUB- 3,Left,67,172.16.1.139,Cam-139,1,Enabled,34.053235,74.876177,14 EME,50,192.168.1.254,Right,Controller
535,22,Level-3,HUB- 3,Left,66,172.16.1.139,Cam-139,1,Enabled,34.053234,74.876153,14 EME,50,192.168.1.254,Right,Controller
536,22,Level-3,HUB- 3,Left,65,172.16.1.139,Cam-139,1,Enabled,34.053228,74.876126,14 EME,50,192.168.1.254,Right,Controller
537,22,Level-3,HUB- 3,Left,64,172.16.1.139,Cam-139,1,Enabled,34.053225,74.876103,14 EME,50,192.168.1.254,Right,Controller
